title,workload,url,school,registered_people,rating,instructor
Curso PHP e MySQL: criando sua primeira aplicação web,10,https://www.alura.com.br/curso-online-php-mysql-criando-primeira-aplicacao-web,Programação,1312,9.2,Vinicius Louzada
Curso Persistência poliglota com PHP: conectando-se a diferentes tipos de bancos de dados,8,https://www.alura.com.br/curso-online-persistencia-poliglota-php-diferentes-tipos-bancos-dados,Programação,176,8.8,Vinicius Dias
"Curso Persistência poliglota com PHP: implementando buscas, mensageria, bancos de dados de grafos e colunares",8,https://www.alura.com.br/curso-online-persistencia-poliglota-php-buscas-mensageria-bancos-dados-grafos-colunares,Programação,105,8.9,Vinicius Dias
Curso Arquitetura com PHP: escalando uma aplicação monolítica,8,https://www.alura.com.br/curso-online-arquitetura-php-escalando-aplicacao-monolitica,Programação,513,9.3,Vinicius Dias
Curso Arquitetura e Escalabilidade com PHP: garantindo a disponibilidade de uma aplicação,8,https://www.alura.com.br/curso-online-arquitetura-escalabilidade-php-disponibilidade-aplicacao,Programação,284,9.2,Vinicius Dias
Curso Java: criando a sua primeira aplicação,8,https://www.alura.com.br/curso-online-java-criando-primeira-aplicacao,Programação,20291,9.5,Jacqueline Oliveira
Curso Java: aplicando a Orientação a Objetos,10,https://www.alura.com.br/curso-online-java-aplicando-orientacao-objetos,Programação,11362,9.5,Jacqueline Oliveira
Curso Java: trabalhando com listas e coleções de dados,8,https://www.alura.com.br/curso-online-java-listas-colecoes-dados,Programação,8805,9.4,Jacqueline Oliveira
"Curso Java: consumindo API, gravando arquivos e lidando com erros",10,https://www.alura.com.br/curso-online-java-consumindo-api-gravando-arquivos-lidando-erros,Programação,6381,9.4,Jacqueline Oliveira
"Curso Java: trabalhando com lambdas, streams e Spring Framework",14,https://www.alura.com.br/curso-online-java-trabalhando-lambdas-streams-spring-framework,Programação,3084,9.4,Iasmin Araújo
Curso Threads em Java 1: programação paralela,16,https://www.alura.com.br/curso-online-threads-java-1,Programação,11583,9.4,Nico Steppat
Curso Threads em Java 2: programação concorrente avançada,16,https://www.alura.com.br/curso-online-threads-java-2,Programação,7137,9.4,Nico Steppat
Curso Java Reflection parte 1: entendendo a metaprogramação,8,https://www.alura.com.br/curso-online-java-reflection-meta-programacao,Programação,5210,9.2,Gabriel Leite
Curso Java Reflection parte 2: Anotações e Injeção de Dependências,12,https://www.alura.com.br/curso-online-java-reflection-anotacoes-injecao-dependencia,Programação,2869,9.2,Gabriel Leite
Curso Java e Clean Architecture: descomplicando arquitetura de software,10,https://www.alura.com.br/curso-online-java-clean-architecture,Programação,9866,9.0,Rodrigo da Silva Ferreira Caneppele
Curso Java e Domain Driven Design: apresentando os conceitos,8,https://www.alura.com.br/curso-online-java-domain-driven-design-conceitos,Programação,6776,9.1,Rodrigo da Silva Ferreira Caneppele
Curso Agilidade e TDD: um dia no desenvolvimento de software,8,https://www.alura.com.br/curso-online-agilidade-tdd-desenvolvimento-software,Programação,3375,9.2,Rodrigo da Silva Ferreira Caneppele
Curso Agilidade e DevOps: um dia no desenvolvimento de software,8,https://www.alura.com.br/curso-online-agilidade-devops-desenvolvimento-software,Programação,3468,9.2,Rodrigo da Silva Ferreira Caneppele
Curso Microsserviços na prática: implementando com Java e Spring,10,https://www.alura.com.br/curso-online-microsservicos-implementando-java-spring,Programação,4615,9.4,Jacqueline Oliveira
Curso Microsserviços na prática: IaC com CDK e deploy na AWS,10,https://www.alura.com.br/curso-online-microsservicos-pratica-iac-cdk-deploy-aws,Programação,1846,9.2,Jacqueline Oliveira
Curso Microsserviços na prática: mensageria com RabbitMQ,10,https://www.alura.com.br/curso-online-microsservicos-pratica-mensageria-rabbitmq,Programação,3440,9.4,Jacqueline Oliveira
Curso Certificação Java SE 7 Programmer I,8,https://www.alura.com.br/curso-online-certificacao-java-basico,Programação,28319,9.1,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: criando e usando Arrays,8,https://www.alura.com.br/curso-online-certificacao-java-usando-arrays,Programação,5877,9.2,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: Laços,8,https://www.alura.com.br/curso-online-certificacao-java-loops,Programação,4886,9.3,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: lidando com exceções,8,https://www.alura.com.br/curso-online-certificacao-java-excecoes,Programação,4616,9.3,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: métodos e encapsulamento,8,https://www.alura.com.br/curso-online-certificacao-java-metodos-encapsulamento,Programação,4924,9.2,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: Operadores,8,https://www.alura.com.br/curso-online-certificacao-java-operadores-decisao,Programação,6117,9.2,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: relações entre classes,8,https://www.alura.com.br/curso-online-certificacao-java-heranca,Programação,4664,9.2,Guilherme Silveira
Curso Certificação Java SE 7 Programmer I: tipos de Dados,8,https://www.alura.com.br/curso-online-certificacao-java-tipos-de-dados,Programação,8472,9.3,Guilherme Silveira
Curso Certificação Java SE 8 Programmer I: conteúdo além da prova,10,https://www.alura.com.br/curso-online-certificacao-java-lambdas-api-de-datas,Programação,5658,9.1,Mario Amaral
Curso Java e JDBC: trabalhando com um banco de dados,10,https://www.alura.com.br/curso-online-java-jdbc-banco-dados,Programação,3732,9.2,João Victor
Curso Persistência com JPA: Hibernate,8,https://www.alura.com.br/curso-online-persistencia-jpa-introducao-hibernate,Programação,12025,9.4,Rodrigo da Silva Ferreira Caneppele
"Curso Java e JPA: consultas avançadas, performance e modelos complexos",10,https://www.alura.com.br/curso-online-java-jpa-consultas-avancadas-performance-modelos-complexos,Programação,8354,9.4,Rodrigo da Silva Ferreira Caneppele
"Curso Segurança web em Java: evitando SQL Injection, força bruta e outros ataques",8,https://www.alura.com.br/curso-online-seguranca-web-em-java-parte-1,Programação,6159,9.1,Rafael Silva Nercessian
"Curso Segurança web em Java parte 2: XSS, Mass Assignment e Uploads de arquivos!",6,https://www.alura.com.br/curso-online-seguranca-web-em-java-parte-2,Programação,3939,9.2,Rafael Silva Nercessian
Curso Java e refatoração: melhorando códigos com boas práticas,10,https://www.alura.com.br/curso-online-java-refatoracao-melhorando-codigos-boas-praticas,Programação,2602,9.1,João Victor
Curso Java: persistência de dados e consultas com Spring Data JPA,16,https://www.alura.com.br/curso-online-java-persistencia-dados-consultas-spring-data-jpa,Programação,981,9.4,Iasmin Araújo
Curso Java: criando sua primeira API e conectando ao front,10,https://www.alura.com.br/curso-online-java-criando-primeira-api-conectando-front,Programação,662,9.4,Iasmin Araújo
"Curso Spring Boot 3: documente, teste e prepare uma API para o deploy",10,https://www.alura.com.br/curso-online-spring-boot-3-documente-teste-prepare-api-deploy,Programação,5736,9.6,Rodrigo da Silva Ferreira Caneppele
Curso Spring Boot 3: aplique boas práticas e proteja uma API Rest,12,https://www.alura.com.br/curso-online-spring-boot-aplique-boas-praticas-proteja-api-rest,Programação,11288,9.5,Rodrigo da Silva Ferreira Caneppele
Curso Spring Boot 3: desenvolva uma API Rest em Java,10,https://www.alura.com.br/curso-online-spring-boot-3-desenvolva-api-rest-java,Programação,14633,9.6,Rodrigo da Silva Ferreira Caneppele
Curso BDD e Java: Behavior Driven Development com Cucumber,10,https://www.alura.com.br/curso-online-bdd-cucumber-java,Programação,8283,9.1,Nico Steppat
Curso Selenium: testes automatizados de aceitação em Java,8,https://www.alura.com.br/curso-online-selenium-testes-automatizados-aceitacao-java,Programação,7735,9.3,Rodrigo da Silva Ferreira Caneppele
Curso Maven: gerenciamento de dependências e build de aplicações Java,8,https://www.alura.com.br/curso-online-maven-gerenciamento-dependencias-build-aplicacoes-java,Programação,12616,9.1,Rodrigo da Silva Ferreira Caneppele
Curso Boas práticas de programação: melhore o código de uma API Java,10,https://www.alura.com.br/curso-online-boas-praticas-programacao-melhore-codigo-api-java,Programação,1373,9.5,Rodrigo da Silva Ferreira Caneppele
Curso Boas práticas de programação: automatizando testes com Java,10,https://www.alura.com.br/curso-online-boas-praticas-programacao-testes-java,Programação,1594,9.4,Rodrigo da Silva Ferreira Caneppele
Curso Java Reflection: simplifique a conversão de objetos,8,https://www.alura.com.br/curso-online-java-reflection-simplifique-conversao-objetos,Programação,346,8.9,João Victor
"Curso Java exceções: aprenda a criar, lançar e controlar exceções",8,https://www.alura.com.br/curso-online-java-excecoes-aprenda-criar-lancar-controlar-excecoes,Programação,396,9.2,Vinicius Louzada
Curso Testes em .NET: testando software,8,https://www.alura.com.br/curso-online-testes-net-teste-software,Programação,5347,8.7,André Bessa
Curso Testes em .NET: integrando a aplicação com um banco de dados,8,https://www.alura.com.br/curso-online-testes-net-integrando-aplicacao-banco-dados,Programação,2214,8.5,André Bessa
Curso Testes em .NET: testes de interface usando Selenium,8,https://www.alura.com.br/curso-online-testes-net-testes-interface-selenium,Programação,1280,8.9,André Bessa
Curso Testes em .NET: integração e entrega contínua com Azure DevOps,8,https://www.alura.com.br/curso-online-testes-net-integracao-entrega-continua-azure-devops,Programação,1338,9.1,André Bessa
Curso .NET 6: criando uma web API,10,https://www.alura.com.br/curso-online-dotnet-criando-web-api,Programação,6923,9.4,Daniel Artine
Curso .NET 6: relacionando entidades,8,https://www.alura.com.br/curso-online-dotnet-relacionando-entidades,Programação,2791,9.3,Daniel Artine
Curso Microsserviços e .NET6: deploy na AWS,8,https://www.alura.com.br/curso-online-microsservicos-dotnet6-deploy-aws,Programação,1123,9.2,Daniel Artine
Curso Microsserviços e .NET6: implementando a comunicação,8,https://www.alura.com.br/curso-online-microsservicos-dotnet6-implementando-comunicacao,Programação,2353,9.2,Daniel Artine
Curso .NET: gerenciamento de memória para otimização de performance,8,https://www.alura.com.br/curso-online-dotnet-gerenciamento-memoria-otimizacao-performance,Programação,337,9.0,Daniel Artine
Curso .NET 6 e Identity: implementando controle de usuário,8,https://www.alura.com.br/curso-online-dot-net-6-identity-controle-usuario,Programação,2636,9.3,Daniel Artine
Curso ASP.NET: autenticação e autorização em APIs e aplicações web,10,https://www.alura.com.br/curso-online-asp-dotnet-autenticacao-autorizacao-apis-aplicacoes-web,Programação,108,8.9,Daniel Portugal
Curso C#: criando e distribuindo bibliotecas em .NET,6,https://www.alura.com.br/curso-online-csharp-criando-distribuindo-bibliotecas-dotnet,Programação,1853,9.2,André Bessa
Curso C#: Paralelismo no mundo real,8,https://www.alura.com.br/curso-online-csharp-paralelismo-no-mundo-real,Programação,6350,9.3,Guilherme Matheus Costa
Curso C#: Trabalhando com Arrays e Coleções,10,https://www.alura.com.br/curso-online-csharp-arrays-colecoes,Programação,3930,8.8,André Bessa
Curso C#: trabalhando com arquivos,10,https://www.alura.com.br/curso-online-c-sharp-trabalhando-arquivos,Programação,1983,9.2,Larissa Gabriela
Curso C#: criando sua primeira aplicação,8,https://www.alura.com.br/curso-online-csharp-criando-primeira-aplicacao,Programação,8629,9.5,Daniel Portugal
Curso C#: aplicando a Orientação a Objetos,8,https://www.alura.com.br/curso-online-csharp-aplicando-orientacao-objetos,Programação,4669,9.4,Daniel Portugal
"Curso C#: consumindo API, gravando arquivos e utilizando o LINQ",8,https://www.alura.com.br/curso-online-c-sharp-consumindo-api-gravando-arquivos-linq,Programação,2331,9.5,Daniel Portugal
Curso C#: dominando Orientação a Objetos,8,https://www.alura.com.br/curso-online-csharp-dominando-orientacao-objetos,Programação,3062,9.4,Daniel Portugal
Curso C#: aplique boas práticas de refatoração e torne seu código mais legível,10,https://www.alura.com.br/curso-online-csharp-boas-praticas-refatoracao-codigo-legivel,Programação,1277,9.1,André Bessa
Curso C#: aprenda a criar testes limpos com boas práticas,10,https://www.alura.com.br/curso-online-csharp-criar-testes-limpos-boas-praticas,Programação,577,9.0,André Bessa
"Curso Windows Forms com C#: Formulários, componentes e eventos",14,https://www.alura.com.br/curso-online-windows-forms-csharp-formularios-componentes-eventos,Programação,4936,9.5,Victorino Vila
"Curso Windows Forms com C#: Menus, outros formulários e validação com login e senha",14,https://www.alura.com.br/curso-online-windows-forms-csharp-menus-formularios-validacao,Programação,1960,9.5,Victorino Vila
Curso Windows Forms com C#: eventos do mouse e mais componentes,10,https://www.alura.com.br/curso-online-windows-forms-csharp-eventos-mouse-componentes,Programação,1263,9.4,Victorino Vila
"Curso Windows Forms com C#: barra de ferramentas, trabalhando com classes e JSON",10,https://www.alura.com.br/curso-online-windows-forms-csharp-barra-ferramentas-classes-json,Programação,1257,9.4,Victorino Vila
Curso Windows Forms com C#: manipulando os dados do cliente,14,https://www.alura.com.br/curso-online-windows-forms-csharp-manipulacao-dados,Programação,1110,9.3,Victorino Vila
Curso Windows Forms com C#: persista os dados no banco de dados,12,https://www.alura.com.br/curso-online-windows-forms-csharp-introducao-banco-de-dados,Programação,1463,9.2,Victorino Vila
Curso Windows Forms com C#: acesso ao banco de dados SQL Server,12,https://www.alura.com.br/curso-online-windows-forms-csharp-banco-de-dados-sql-server,Programação,1413,9.4,Victorino Vila
Curso Selenium WebDriver e C# parte 1: testes da sua web app,10,https://www.alura.com.br/curso-online-selenium-csharp-webdriver,Programação,4133,9.2,Daniel Portugal
Curso Selenium WebDriver e C# parte 2: outros recursos,10,https://www.alura.com.br/curso-online-selenium-csharp-mais-recursos,Programação,1663,9.2,Daniel Portugal
Curso C#: aplique princípios SOLID,10,https://www.alura.com.br/curso-online-csharp-aplique-principios-solid,Programação,556,9.0,André Bessa
Curso .NET: persistindo dados com Entity Framework Core,8,https://www.alura.com.br/curso-online-dot-net-persistindo-dados-entity-framework-core,Programação,400,9.4,Jeniffer Bittencourt
Curso .NET: criando uma API Web com ASP.NET Core,8,https://www.alura.com.br/curso-online-dotnet-criando-api-web-asp-net-core,Programação,459,9.0,André Bessa
Curso .NET: desenvolvendo uma aplicação web com ASP.NET Core Blazor,8,https://www.alura.com.br/curso-online-dotnet-aplicacao-web-asp-net-core-blazor,Programação,269,9.2,André Bessa
Curso Unity parte 1: criação de um jogo de sobrevivência à zumbis para Web,8,https://www.alura.com.br/curso-online-criacao-de-jogos-com-unity,Programação,22542,9.4,Henrique Morato
"Curso Unity parte 2: iluminação, interface e boas práticas",8,https://www.alura.com.br/curso-online-criacao-de-jogos-com-unity-2,Programação,3835,9.5,Henrique Morato
Curso Unity parte 3: criando um chefão e refinando o jogo,8,https://www.alura.com.br/curso-online-criacao-de-jogos-com-unity-3,Programação,2336,9.5,Henrique Morato
"Curso Unity parte 4: Chefão, partículas e menu",8,https://www.alura.com.br/curso-online-criacao-de-jogos-com-unity-4,Programação,2276,9.5,Henrique Morato
Curso Unity 2D parte 1: criando um jogo 2D,8,https://www.alura.com.br/curso-online-flappybirdunity1,Programação,7228,9.0,Ricardo Bugan Debs
Curso Unity 2D parte 2: adicionando efeitos visuais ao seu jogo,8,https://www.alura.com.br/curso-online-flappybirdunity2,Programação,2183,9.1,Ricardo Bugan Debs
Curso Unity 2D parte 3: criando um jogo multiplayer,8,https://www.alura.com.br/curso-online-unity-2d-criando-jogo-multiplayer,Programação,2090,9.1,Ricardo Bugan Debs
Curso Swagger: documentando suas APIs,8,https://www.alura.com.br/curso-online-swagger-documentando-apis,Programação,8583,9.3,Vinicius Dias
"Curso Expressões Regulares: faça buscas, validações e substituições de textos",8,https://www.alura.com.br/curso-online-expressoes-regulares-buscas-validacoes-substituicoes-textos,Programação,571,9.0,Camila Pessôa
Curso Quality Assurance: plano de testes e gestão de bugs,8,https://www.alura.com.br/curso-online-quality-assurance-plano-testes-gestao-bugs,Programação,20154,9.2,Marina Manso
Curso Cypress: automação de testes E2E,8,https://www.alura.com.br/curso-online-cypress-automacao-de-testes-e2e,Programação,2885,8.8,Caroline Carvalho
